area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,price_per_sqft,location_grouped
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,Unknown,1415,3.0,3.0,78.0,1415.0,3,5512.367491166077,other
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,98.29,1787.0,3,5500.279798545048,Sarjapur  Road
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,125.0,1787.0,3,6994.963626189144,Sarjapur  Road
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,2.0,3.0,90.0,1475.0,3,6101.6949152542375,Koramangala
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,Unknown,2000,4.0,1.0,75.5,2000.0,4,3775.0,other
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,2.0,1.0,44.28,984.0,2,4500.0,Sarjapur  Road
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,3.0,2.0,74.82,1630.0,3,4590.184049079754,Devanahalli
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4.0,2.0,260.0,2405.0,3,10810.81081081081,other
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,1080.0,2,6666.666666666667,7th Phase JP Nagar
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,Unknown,1500,2.0,1.0,115.0,1500.0,2,7666.666666666667,other
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Unknown,1900,3.0,2.0,119.0,1900.0,3,6263.1578947368425,Hebbal
Super built-up  Area,19-Aug,Dommasandra,2 BHK,Unknown,805,2.0,1.0,22.14,805.0,2,2750.3105590062114,Dommasandra
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4,1153.0,2,4891.587163920208,Budigere
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,2 BHK,AlEcone,1148,2.0,2.0,60.0,1148.0,2,5226.480836236934,other
Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,55.0,1110.0,2,4954.954954954955,other
Built-up  Area,Ready To Move,Electronic City,2 BHK,Saave R,1100,2.0,2.0,42.0,1100.0,2,3818.181818181818,Electronic City
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Anave S,1290,2.0,2.0,110.0,1290.0,2,8527.131782945737,Kalyan nagar
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,3 BHK,Unknown,1500,2.0,1.0,65.0,1500.0,3,4333.333333333333,other
Super built-up  Area,18-Apr,Bank Of Baroda Colony,2 BHK,Unknown,1080,2.0,2.0,39.0,1080.0,2,3611.1111111111113,other
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,1933.0,3,6673.564407656492,Vijayanagar
Built-up  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,Unknown,3500,5.0,2.0,150.0,3500.0,5,4285.714285714285,Ramamurthy Nagar
Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,Unknown,1060,2.0,2.0,60.0,1060.0,2,5660.377358490566,other
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,645.0,1,2550.3875968992247,Chandapura
Plot  Area,Ready To Move,Mukkutam Nagar,8 Bedroom,Unknown,2600,8.0,2.0,180.0,2600.0,8,6923.076923076923,other
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,645.0,1,2550.3875968992247,Chandapura
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1644,3.0,3.0,84.0,1644.0,3,5109.489051094891,other
Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,Supams ,1285,2.0,3.0,72.5,1285.0,2,5642.023346303502,other
Plot  Area,Ready To Move,Electronic City,3 Bedroom,Unknown,1200,3.0,1.0,90.0,1200.0,3,7500.0,Electronic City
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0,910.0,2,4395.604395604396,Electronic City
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Bisic C,1577,3.0,1.0,70.0,1577.0,3,4438.807863031072,Kothanur
Plot  Area,17-May,Meenakunte,3 Bedroom,Sreat R,4050,3.0,2.0,280.0,4050.0,3,6913.580246913581,other
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,Inntsa ,2420,3.0,2.0,185.0,2420.0,3,7644.628099173554,OMBR Layout
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,800,1.0,1.0,20.0,800.0,2,2500.0,Chandapura
Built-up  Area,Ready To Move,Anand Nagar,2 BHK,Unknown,1060,2.0,2.0,55.0,1060.0,2,5188.679245283019,other
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,1270.0,2,7322.834645669292,7th Phase JP Nagar
Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,Unknown,900,2.0,2.0,22.5,900.0,2,2500.0,other
Built-up  Area,Ready To Move,Kundalahalli Colony,2 Bedroom,Unknown,1280,2.0,1.0,69.0,1280.0,2,5390.625,other
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1025,2.0,2.0,36.0,1025.0,2,3512.1951219512193,Sarjapur  Road
Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0,1108.0,2,5685.9205776173285,Electronic City
Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,Calyxy ,3045,3.0,2.0,170.0,3045.0,3,5582.922824302134,other
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5,1500.0,3,5033.333333333333,Vijayanagar
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9,1295.0,2,3389.96138996139,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1162,2.0,1.0,59.9,1162.0,2,5154.9053356282275,Budigere
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.2,1035.0,2,4753.623188405797,Sarjapur  Road
Built-up  Area,Ready To Move,Attibele,4 Bedroom,Natic T,1600,4.0,0.0,52.8,1600.0,4,3300.0,Attibele
Super built-up  Area,18-Oct,Hennur Road,3 BHK,DSapeSk,1866,2.0,2.0,61.58,1866.0,3,3300.10718113612,Hennur Road
Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,700,1.0,1.0,26.0,700.0,2,3714.285714285714,other
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,120.0,1804.0,3,6651.884700665189,Kalena Agrahara
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Unknown,913,2.0,1.0,32.0,913.0,2,3504.9288061336256,Sarjapur
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,1868,3.0,2.0,131.0,1868.0,3,7012.847965738758,Talaghattapura
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Unknown,883,2.0,1.0,45.0,883.0,2,5096.262740656852,Kengeri Satellite Town
Plot  Area,Ready To Move,Sundara Nagar,2 Bedroom,Unknown,900,2.0,1.0,110.0,900.0,2,12222.222222222223,other
Super built-up  Area,Ready To Move,Kogilu,3 BHK,Unknown,1664,2.0,3.0,73.95,1664.0,3,4444.110576923077,Kogilu
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,2026,3.0,2.0,132.0,2026.0,3,6515.301085883514,Hegde Nagar
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soestin,1210,2.0,1.0,80.9,1210.0,2,6685.950413223141,Balagere
Plot  Area,Ready To Move,Meenakunte,4 Bedroom,Sreat R,4111,4.0,2.0,250.0,4111.0,4,6081.24543906592,other
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,91.45,1762.0,3,5190.124858115778,Kadugodi
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,55.0,1252.0,3,4392.97124600639,Jigani
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2.0,1.0,34.5,861.0,2,4006.968641114983,Gollarapalya Hosahalli
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,1420.0,3,7042.2535211267605,7th Phase JP Nagar
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1490,3.0,1.0,78.8,1490.0,3,5288.5906040268455,Electronics City Phase 1
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Unknown,1075,2.0,1.0,46.0,1075.0,3,4279.069767441861,Bisuvanahalli
Super built-up  Area,18-Aug,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,94.0,1425.0,3,6596.491228070176,Old Madras Road
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Nae 2El,1200,2.0,1.0,40.0,1200.0,2,3333.3333333333335,Kalena Agrahara
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1280,2.0,2.0,56.0,1280.0,3,4375.0,Kaggadasapura
Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,Bhinglv,1084,2.0,2.0,50.0,1084.0,2,4612.546125461255,other
Super built-up  Area,18-Jul,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,1015.0,2,2549.753694581281,Chandapura
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1017,2.0,1.0,51.25,1017.0,2,5039.331366764995,Kanakpura Road
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1027,2.0,2.0,44.0,1027.0,2,4284.323271665044,Haralur Road
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coush W,1069,2.0,2.0,45.0,1069.0,2,4209.541627689429,Electronic City Phase II
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.2,1349.0,2,7279.466271312083,Hebbal
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,50.0,1005.0,2,4975.124378109453,9th Phase JP Nagar
Super built-up  Area,Ready To Move,Jakkur,2 BHK,Arzzo P,1417,2.0,3.0,75.0,1417.0,2,5292.87226534933,Jakkur
Plot  Area,18-Jan,TC Palaya,3 Bedroom,Unknown,1475,3.0,1.0,98.0,1475.0,3,6644.067796610169,TC Palaya
Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,2.0,47.0,950.0,2,4947.368421052632,other
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,Prave E,2000,4.0,0.0,120.0,2000.0,4,6000.0,other
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Ahriaup,1863,3.0,2.0,104.0,1863.0,4,5582.393988191089,Sarjapur  Road
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5,1010.0,2,2920.792079207921,Singasandra
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Shodsth,1425,2.0,1.0,70.0,1425.0,3,4912.2807017543855,Kalena Agrahara
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,1450.0,3,6896.551724137931,Vijayanagar
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,105.0,1847.0,3,5684.89442338928,Kothanur
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Soran U,1100,2.0,3.0,45.0,1100.0,2,4090.909090909091,AECS Layout
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,525.0,1,4952.380952380952,Kanakpura Road
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0,1665.0,3,5705.705705705705,Mallasandra
Super built-up  Area,Ready To Move,Begur,4 BHK,Prntsrt,1664,4.0,3.0,65.0,1664.0,4,3906.25,Begur
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Maerar ,1850,3.0,3.0,150.0,1850.0,3,8108.108108108108,JP Nagar
Super built-up  Area,Ready To Move,Panathur,2 BHK,Vaesh T,1438,2.0,3.0,100.0,1438.0,2,6954.102920723227,Panathur
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,MaisePa,1560,3.0,3.0,115.0,1560.0,3,7371.794871794872,other
Super built-up  Area,18-Apr,Yelahanka,2 BHK,Unknown,1350,2.0,1.0,55.55,1350.0,2,4114.814814814815,Yelahanka
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,67.0,1550.0,3,4322.580645161291,Kanakpura Road
Super built-up  Area,18-Apr,Malleshpalya,2 BHK,Unknown,1140,2.0,2.0,46.5,1140.0,2,4078.9473684210525,Malleshpalya
Super built-up  Area,18-Dec,Kodathi,2 BHK,Unknown,850,2.0,2.0,27.0,850.0,2,3176.470588235294,other
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,1280.0,2,5859.375,Whitefield
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Unknown,1170,2.0,2.0,52.0,1170.0,2,4444.444444444444,Munnekollal
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1113,2.0,1.0,51.0,1113.0,2,4582.210242587601,other
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1385,2.0,1.0,83.09,1385.0,2,5999.27797833935,Hennur Road
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.0,1128.0,2,5762.41134751773,Electronic City
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,415.0,2390.0,3,17364.016736401674,Rajaji Nagar
Plot  Area,Ready To Move,Giri Nagar,4 Bedroom,Unknown,2400,4.0,1.0,400.0,2400.0,4,16666.666666666668,other
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,1464.0,3,3825.136612021858,Haralur Road
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,Unknown,1200,2.0,2.0,55.0,1200.0,2,4583.333333333333,other
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,1200.0,2,4333.333333333333,Kaval Byrasandra
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,55.0,1150.0,3,4782.608695652174,Kaggalipura
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,Itala A,1645,3.0,2.0,95.0,1645.0,3,5775.075987841945,other
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,Unknown,1000,2.0,1.0,67.0,1000.0,2,6700.0,Sarjapur  Road
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,Unknown,2650,4.0,2.0,198.0,2650.0,4,7471.698113207547,Haralur Road
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,2.0,74.0,1192.0,2,6208.053691275168,6th Phase JP Nagar
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135,3.0,2.0,215.0,2135.0,3,10070.257611241217,Ulsoor
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,58.0,1173.0,2,4944.58653026428,Whitefield
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sungspr,1020,2.0,2.0,45.0,1020.0,2,4411.764705882353,Uttarahalli
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122,6.0,2.0,230.0,3122.0,4,7367.072389493914,Thigalarapalya
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1600,3.0,3.0,64.0,1600.0,3,4000.0,Somasundara Palya
Plot  Area,18-Mar,T.C PALYA,2 Bedroom,Unknown,1200,2.0,0.0,79.0,1200.0,2,6583.333333333333,other
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,Unknown,1230,2.0,3.0,48.0,1230.0,2,3902.439024390244,other
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,Clntsrt,1250,2.0,2.0,40.0,1250.0,2,3200.0,Devarachikkanahalli
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1325,2.0,2.0,76.0,1325.0,2,5735.8490566037735,Kalena Agrahara
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,1850.0,3,8108.108108108108,7th Phase JP Nagar
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,21.53,525.0,1,4100.952380952381,Kanakpura Road
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Unknown,1200,2.0,2.0,65.0,1200.0,2,5416.666666666667,Basaveshwara Nagar
Plot  Area,Ready To Move,Bull Temple Road,3 Bedroom,Unknown,1350,2.0,0.0,140.0,1350.0,3,10370.37037037037,other
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,1260.0,3,3917.4603174603176,Bommasandra
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0,1800.0,3,8333.333333333334,other
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100,2.0,1.0,43.25,1100.0,2,3931.818181818182,Ardendale
Super built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1508,2.0,1.0,77.0,1508.0,2,5106.100795755968,Harlur
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,Puens G,1592,3.0,2.0,75.0,1592.0,3,4711.05527638191,other
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1388,2.0,3.0,57.0,1388.0,2,4106.628242074928,Akshaya Nagar
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,28.35,630.0,1,4500.0,Electronic City Phase II
Plot  Area,Ready To Move,RMV,3 Bedroom,Unknown,2000,3.0,2.0,365.0,2000.0,3,18250.0,other
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,Unknown,1762,3.0,1.0,125.0,1762.0,3,7094.211123723042,other
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,Unknown,950,2.0,2.0,50.0,950.0,2,5263.1578947368425,other
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3252,5.0,3.0,335.0,3252.0,4,10301.353013530135,Kodihalli
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,50.0,1116.0,2,4480.286738351255,Magadi Road
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,AriosHe,1308,2.0,2.0,89.04,1308.0,2,6807.339449541284,Narayanapura
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,Unknown,1200,3.0,0.0,90.0,1200.0,3,7500.0,other
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 Bedroom,Unknown,1500,4.0,2.0,230.0,1500.0,4,15333.333333333334,other
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,Unknown,500,1.0,1.0,18.5,500.0,1,3700.0,Bannerghatta Road
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1075,2.0,1.0,52.0,1075.0,2,4837.209302325581,Hennur
Super built-up  Area,18-Mar,Chandapura,1 BHK,Siissi ,530,1.0,0.0,11.66,530.0,1,2200.0,Chandapura
Built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1205,2.0,3.0,66.0,1205.0,2,5477.178423236514,Bellandur
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,1075.0,2,5581.395348837209,5th Phase JP Nagar
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,930,2.0,2.0,39.0,930.0,2,4193.548387096775,KR Puram
Super built-up  Area,Ready To Move,Balagere,2 BHK,Exncene,1380,2.0,1.0,60.0,1380.0,2,4347.826086956522,Balagere
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0,2483.0,4,8538.058799838904,Hebbal
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1166,2.0,2.0,55.0,1166.0,2,4716.981132075472,Kodigehaali
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0,1050.0,2,6190.476190476191,Bannerghatta Road
Super built-up  Area,19-Mar,Gopalapura,3 BHK,Sothadr,2023.71,3.0,2.0,275.0,2023.71,3,13588.903548433324,other
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,46.8,1200.0,2,3900.0,Begur Road
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Puarent,1600,2.0,1.0,108.0,1600.0,3,6750.0,Lakshminarayana Pura
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,MaionPa,1935,3.0,2.0,110.0,1935.0,3,5684.754521963824,Billekahalli
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,Maian M,451,1.0,0.0,29.9,451.0,1,6629.711751662971,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Electronic City,3 BHK,ShstaAl,1800,3.0,2.0,95.0,1800.0,3,5277.777777777777,Electronic City
Super built-up  Area,18-May,Jalahalli,3 BHK,Shard T,1400,3.0,0.0,77.0,1400.0,3,5500.0,Jalahalli
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,115.0,1801.0,3,6385.341476957246,Hegde Nagar
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neagar ,1451,2.0,1.0,90.0,1451.0,2,6202.618883528601,Mahadevpura
Plot  Area,19-Jan,Anekal,2 Bedroom,Unknown,1200,1.0,1.0,36.0,1200.0,2,3000.0,Anekal
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0,1160.0,2,3793.103448275862,Begur Road
Built-up  Area,Ready To Move,Kengeri,2 BHK,Unknown,1000,2.0,1.0,25.0,1000.0,2,2500.0,Kengeri
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,40.0,950.0,2,4210.526315789473,Kanakpura Road
Built-up  Area,20-Dec,"Hoodi Circle,",3 BHK,Unknown,1629,3.0,2.0,79.0,1629.0,3,4849.600982197668,other
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,Unknown,1580,2.0,0.0,134.0,1580.0,3,8481.012658227848,Vijayanagar
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,1826.0,3,6626.506024096386,Vijayanagar
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,1245.0,2,7550.2008032128515,7th Phase JP Nagar
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Lancyey,1145,2.0,2.0,45.79,1145.0,2,3999.126637554585,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Sompura,2 BHK,Suiseit,825,2.0,1.0,33.0,825.0,2,4000.0,Sompura
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1693,3.0,3.0,108.0,1693.0,3,6379.208505611341,Yeshwanthpur
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.27,2.0,2.0,53.0,1113.27,2,4760.74986301616,Electronics City Phase 1
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,VMowsea,1460,2.0,1.0,58.0,1460.0,2,3972.6027397260273,other
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,S onsMa,1050,2.0,1.0,32.0,1050.0,2,3047.6190476190477,Doddathoguru
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Tuentpa,1260,2.0,2.0,55.0,1260.0,2,4365.079365079365,Dodda Nekkundi
Built-up  Area,Ready To Move,Hosur Road,2 BHK,Tovesee,1656,2.0,1.0,120.0,1656.0,2,7246.376811594203,Hosur Road
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Vailsaf,1208,3.0,1.0,45.0,1208.0,3,3725.1655629139073,Chandapura
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,1910.0,3,8429.319371727748,Whitefield
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,3252.0,4,7072.570725707257,Whitefield
Plot  Area,Ready To Move,Battarahalli,2 Bedroom,Unknown,1200,2.0,1.0,65.0,1200.0,2,5416.666666666667,Battarahalli
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,Unknown,1200,4.0,1.0,175.0,1200.0,4,14583.333333333334,other
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,1175.0,2,6978.723404255319,7th Phase JP Nagar
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2390,3.0,2.0,410.0,2390.0,3,17154.81171548117,Rajaji Nagar
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,Unknown,12000,6.0,3.0,2200.0,12000.0,7,18333.333333333332,Rajaji Nagar
Super built-up  Area,Ready To Move,Kengeri,1 BHK,Unknown,34.46Sq. Meter,1.0,0.0,18.5,370.923994,1,4987.544698982186,Kengeri
Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,Hoxiaa ,1185,2.0,1.0,38.0,1185.0,2,3206.7510548523205,other
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,750.0,2,5066.666666666667,Kengeri
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,64.5,1550.0,3,4161.290322580645,Kanakpura Road
Built-up  Area,Ready To Move,Amco Colony,3 BHK,Hoeatan,1760,3.0,2.0,88.0,1760.0,3,5000.0,other
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Asity S,1125,2.0,2.0,62.0,1125.0,2,5511.111111111111,Billekahalli
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,Unknown,1350,3.0,2.0,150.0,1350.0,3,11111.111111111111,Nagarbhavi
Plot  Area,17-Dec,Anandapura,2 Bedroom,Unknown,1000,2.0,1.0,55.0,1000.0,2,5500.0,Anandapura
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,Unknown,1090,2.0,2.0,31.48,1090.0,2,2888.0733944954127,Bommasandra Industrial Area
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,Unknown,1200,2.0,0.0,60.0,1200.0,2,5000.0,TC Palaya
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,103.0,1991.0,3,5173.279758915118,Budigere
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,SJarkte,1105,2.0,1.0,75.0,1105.0,2,6787.330316742082,Ambalipura
Built-up  Area,Ready To Move,Hoodi,2 BHK,Dhgraas,985,2.0,2.0,67.0,985.0,2,6802.030456852792,Hoodi
Super built-up  Area,17-Jul,Balagere,3 BHK,HiqueMa,1590,3.0,2.0,79.0,1590.0,3,4968.553459119496,Balagere
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1120,2.0,2.0,55.0,1120.0,2,4910.714285714285,CV Raman Nagar
